gbifID,family,file_name
1291058075,Phasianidae,Chordata/Aves/Phasianidae/Coturnix/Coturnix_coturnix/1291058075.mp3
1269848202,Phasianidae,Chordata/Aves/Phasianidae/Tetrastes/Tetrastes_bonasia/1269848202.mp3
1269848190,Laridae,Chordata/Aves/Laridae/Sterna/Sterna_paradisaea/1269848190.mp3
1269848189,Laridae,Chordata/Aves/Laridae/Sterna/Sterna_paradisaea/1269848189.mp3
1269848188,Laridae,Chordata/Aves/Laridae/Sterna/Sterna_paradisaea/1269848188.mp3
1269848183,Laridae,Chordata/Aves/Laridae/Rissa/Rissa_tridactyla/1269848183.mp3
1269848173,Phasianidae,Chordata/Aves/Phasianidae/Perdix/Perdix_perdix/1269848173.mp3
1269848147,Laridae,Chordata/Aves/Laridae/Larus/Larus_canus/1269848147.mp3
1269848136,Falconidae,Chordata/Aves/Falconidae/Falco/Falco_tinnunculus/1269848136.mp3
1269848135,Falconidae,Chordata/Aves/Falconidae/Falco/Falco_tinnunculus/1269848135.mp3
1269848115,Corvidae,Chordata/Aves/Corvidae/Corvus/Corvus_cornix/1269848115.mp3
1269848114,Corvidae,Chordata/Aves/Corvidae/Corvus/Corvus_corax/1269848114.mp3
1269848110,Phasianidae,Chordata/Aves/Phasianidae/Chrysolophus/Chrysolophus_pictus/1269848110.mp3
1269848087,Alaudidae,Chordata/Aves/Alaudidae/Alauda/Alauda_arvensis/1269848087.mp3
1249269460,Thraupidae,Chordata/Aves/Thraupidae/Thraupis/Thraupis_sayaca/1249269460.mp3
1249269459,Thraupidae,Chordata/Aves/Thraupidae/Thraupis/Thraupis_episcopus/1249269459.mp3
1249269458,Thraupidae,Chordata/Aves/Thraupidae/Tangara/Tangara_arthus/1249269458.mp3
1249269457,Thraupidae,Chordata/Aves/Thraupidae/Tangara/Tangara_chilensis/1249269457.mp3
1249269456,Thraupidae,Chordata/Aves/Thraupidae/Tangara/Tangara_nigrocincta/1249269456.mp3
1249269455,Thraupidae,Chordata/Aves/Thraupidae/Tangara/Tangara_fastuosa/1249269455.mp3
1249269454,Thraupidae,Chordata/Aves/Thraupidae/Tangara/Tangara_chilensis/1249269454.mp3
1249269398,Thraupidae,Chordata/Aves/Thraupidae/Sicalis/Sicalis_flaveola/1249269398.mp3
1249269395,Thraupidae,Chordata/Aves/Thraupidae/Sericossypha/Sericossypha_albocristata/1249269395.mp3
1249269391,Cardinalidae,Chordata/Aves/Cardinalidae/Saltator/Saltator_aurantiirostris/1249269391.mp3
1249269376,Thraupidae,Chordata/Aves/Thraupidae/Ramphocelus/Ramphocelus_bresilius/1249269376.mp3
1249269365,Cisticolidae,Chordata/Aves/Cisticolidae/Prinia/Prinia_gracilis/1249269365.mp3
1249269364,Cisticolidae,Chordata/Aves/Cisticolidae/Prinia/Prinia_inornata/1249269364.mp3
1249269363,Thraupidae,Chordata/Aves/Thraupidae/Poospiza/Poospiza_nigrorufa/1249269363.mp3
1249269321,Cardinalidae,Chordata/Aves/Cardinalidae/Pheucticus/Pheucticus_chrysopeplus/1249269321.mp3
1249269320,Phasianidae,Chordata/Aves/Phasianidae/Phasianus/Phasianus_colchicus/1249269320.mp3
1249269315,Cardinalidae,Chordata/Aves/Cardinalidae/Passerina/Passerina_caerulea/1249269315.mp3
1249269314,Cardinalidae,Chordata/Aves/Cardinalidae/Passerina/Passerina_leclancherii/1249269314.mp3
1249269304,Thraupidae,Chordata/Aves/Thraupidae/Paroaria/Paroaria_dominicana/1249269304.mp3
1249269302,Thraupidae,Chordata/Aves/Thraupidae/Paroaria/Paroaria_capitata/1249269302.mp3
1249269301,Thraupidae,Chordata/Aves/Thraupidae/Paroaria/Paroaria_dominicana/1249269301.mp3
1249269300,Thraupidae,Chordata/Aves/Thraupidae/Paroaria/Paroaria_coronata/1249269300.mp3
1249269216,Thraupidae,Chordata/Aves/Thraupidae/Lophospingus/Lophospingus_pusillus/1249269216.mp3
1249269210,Thraupidae,Chordata/Aves/Thraupidae/Lophospingus/Lophospingus_pusillus/1249269210.mp3
1249269183,Thraupidae,Chordata/Aves/Thraupidae/Iridophanes/Iridophanes_pulcherrimus/1249269183.mp3
1249268966,Cisticolidae,Chordata/Aves/Cisticolidae/Eremomela/Eremomela_usticollis/1249268966.mp3
1249268870,Thraupidae,Chordata/Aves/Thraupidae/Diuca/Diuca_diuca/1249268870.mp3
1249268867,Thraupidae,Chordata/Aves/Thraupidae/Dacnis/Dacnis_cayana/1249268867.mp3
1249268818,Thraupidae,Chordata/Aves/Thraupidae/Cyanerpes/Cyanerpes_cyaneus/1249268818.mp3
1249268815,Thraupidae,Chordata/Aves/Thraupidae/Cyanerpes/Cyanerpes_cyaneus/1249268815.mp3
1249268809,Thraupidae,Chordata/Aves/Thraupidae/Coryphospingus/Coryphospingus_cucullatus/1249268809.mp3
1249268807,Thraupidae,Chordata/Aves/Thraupidae/Cissopis/Cissopis_leverianus/1249268807.mp3
1249268806,Cisticolidae,Chordata/Aves/Cisticolidae/Cisticola/Cisticola_chiniana/1249268806.mp3
1249268802,Cisticolidae,Chordata/Aves/Cisticolidae/Cisticola/Cisticola_juncidis/1249268802.mp3
1249268801,Cisticolidae,Chordata/Aves/Cisticolidae/Cisticola/Cisticola_chiniana/1249268801.mp3
1249268800,Cisticolidae,Chordata/Aves/Cisticolidae/Cisticola/Cisticola_chiniana/1249268800.mp3
1249268798,Thraupidae,Chordata/Aves/Thraupidae/Cissopis/Cissopis_leverianus/1249268798.mp3
1249268795,Thraupidae,Chordata/Aves/Thraupidae/Chrysothlypis/Chrysothlypis_chrysomelas/1249268795.mp3
1249268692,Cardinalidae,Chordata/Aves/Cardinalidae/Cardinalis/Cardinalis_cardinalis/1249268692.mp3
1249268691,Cardinalidae,Chordata/Aves/Cardinalidae/Cardinalis/Cardinalis_cardinalis/1249268691.mp3
1249268690,Cardinalidae,Chordata/Aves/Cardinalidae/Cardinalis/Cardinalis_cardinalis/1249268690.mp3
1249268362,Thraupidae,Chordata/Aves/Thraupidae/Buthraupis/Buthraupis_montana/1249268362.mp3
1231109947,Alaudidae,Chordata/Aves/Alaudidae/Ammomanes/Ammomanes_deserti/1231109947.mp3
1231109945,Alaudidae,Chordata/Aves/Alaudidae/Alauda/Alauda_arvensis/1231109945.mp3
1230246874,Estrildidae,Chordata/Aves/Estrildidae/Uraeginthus/Uraeginthus_granatinus/1230246874.mp3
1230246873,Estrildidae,Chordata/Aves/Estrildidae/Uraeginthus/Uraeginthus_bengalus/1230246873.mp3
1230246872,Estrildidae,Chordata/Aves/Estrildidae/Uraeginthus/Uraeginthus_bengalus/1230246872.mp3
1230246871,Estrildidae,Chordata/Aves/Estrildidae/Uraeginthus/Uraeginthus_granatinus/1230246871.mp3
1230246870,Estrildidae,Chordata/Aves/Estrildidae/Uraeginthus/Uraeginthus_bengalus/1230246870.mp3
1230246869,Estrildidae,Chordata/Aves/Estrildidae/Uraeginthus/Uraeginthus_granatinus/1230246869.mp3
1230246867,Estrildidae,Chordata/Aves/Estrildidae/Taeniopygia/Taeniopygia_guttata/1230246867.mp3
1230246866,Estrildidae,Chordata/Aves/Estrildidae/Taeniopygia/Taeniopygia_guttata/1230246866.mp3
1230246865,Estrildidae,Chordata/Aves/Estrildidae/Taeniopygia/Taeniopygia_guttata/1230246865.mp3
1230246864,Estrildidae,Chordata/Aves/Estrildidae/Taeniopygia/Taeniopygia_bichenovii/1230246864.mp3
1230246863,Estrildidae,Chordata/Aves/Estrildidae/Taeniopygia/Taeniopygia_guttata/1230246863.mp3
1230246862,Estrildidae,Chordata/Aves/Estrildidae/Taeniopygia/Taeniopygia_guttata/1230246862.mp3
1230246861,Estrildidae,Chordata/Aves/Estrildidae/Taeniopygia/Taeniopygia_guttata/1230246861.mp3
1230246860,Estrildidae,Chordata/Aves/Estrildidae/Taeniopygia/Taeniopygia_guttata/1230246860.mp3
1230246859,Estrildidae,Chordata/Aves/Estrildidae/Taeniopygia/Taeniopygia_bichenovii/1230246859.mp3
1230246857,Estrildidae,Chordata/Aves/Estrildidae/Spermophaga/Spermophaga_haematina/1230246857.mp3
1230246856,Estrildidae,Chordata/Aves/Estrildidae/Stagonopleura/Stagonopleura_guttata/1230246856.mp3
1230246055,Estrildidae,Chordata/Aves/Estrildidae/Ortygospiza/Ortygospiza_atricollis/1230246055.mp3
1230245120,Estrildidae,Chordata/Aves/Estrildidae/Neochmia/Neochmia_ruficauda/1230245120.mp3
1230245119,Estrildidae,Chordata/Aves/Estrildidae/Neochmia/Neochmia_ruficauda/1230245119.mp3
1230245118,Estrildidae,Chordata/Aves/Estrildidae/Neochmia/Neochmia_phaeton/1230245118.mp3
1230245113,Alaudidae,Chordata/Aves/Alaudidae/Mirafra/Mirafra_apiata/1230245113.mp3
1230245110,Alaudidae,Chordata/Aves/Alaudidae/Melanocorypha/Melanocorypha_calandra/1230245110.mp3
1230245109,Estrildidae,Chordata/Aves/Estrildidae/Mandingoa/Mandingoa_nitidula/1230245109.mp3
1230245029,Alaudidae,Chordata/Aves/Alaudidae/Lullula/Lullula_arborea/1230245029.mp3
1230244849,Estrildidae,Chordata/Aves/Estrildidae/Lonchura/Lonchura_oryzivora/1230244849.mp3
1230244848,Estrildidae,Chordata/Aves/Estrildidae/Lonchura/Lonchura_punctulata/1230244848.mp3
1230244847,Estrildidae,Chordata/Aves/Estrildidae/Lonchura/Lonchura_striata/1230244847.mp3
1230244846,Estrildidae,Chordata/Aves/Estrildidae/Lonchura/Lonchura_striata/1230244846.mp3
1230244845,Estrildidae,Chordata/Aves/Estrildidae/Lonchura/Lonchura_punctulata/1230244845.mp3
1230244844,Estrildidae,Chordata/Aves/Estrildidae/Lonchura/Lonchura_punctulata/1230244844.mp3
1230244843,Estrildidae,Chordata/Aves/Estrildidae/Lonchura/Lonchura_cucullata/1230244843.mp3
1230244842,Estrildidae,Chordata/Aves/Estrildidae/Lonchura/Lonchura_oryzivora/1230244842.mp3
1230244841,Estrildidae,Chordata/Aves/Estrildidae/Lonchura/Lonchura_malacca/1230244841.mp3
1230244840,Estrildidae,Chordata/Aves/Estrildidae/Lagonosticta/Lagonosticta_senegala/1230244840.mp3
1230244057,Estrildidae,Chordata/Aves/Estrildidae/Hypargos/Hypargos_niveoguttatus/1230244057.mp3
1230243946,Alaudidae,Chordata/Aves/Alaudidae/Galerida/Galerida_cristata/1230243946.mp3
1230243945,Alaudidae,Chordata/Aves/Alaudidae/Galerida/Galerida_theklae/1230243945.mp3
1230243944,Alaudidae,Chordata/Aves/Alaudidae/Galerida/Galerida_theklae/1230243944.mp3
1230243943,Alaudidae,Chordata/Aves/Alaudidae/Galerida/Galerida_cristata/1230243943.mp3
1230243942,Alaudidae,Chordata/Aves/Alaudidae/Galerida/Galerida_cristata/1230243942.mp3
1230243941,Alaudidae,Chordata/Aves/Alaudidae/Galerida/Galerida_cristata/1230243941.mp3
1230056828,Estrildidae,Chordata/Aves/Estrildidae/Estrilda/Estrilda_troglodytes/1230056828.mp3
1230056826,Estrildidae,Chordata/Aves/Estrildidae/Estrilda/Estrilda_melpoda/1230056826.mp3
1230056825,Estrildidae,Chordata/Aves/Estrildidae/Erythrura/Erythrura_gouldiae/1230056825.mp3
1230056824,Estrildidae,Chordata/Aves/Estrildidae/Estrilda/Estrilda_melpoda/1230056824.mp3
1230056822,Estrildidae,Chordata/Aves/Estrildidae/Estrilda/Estrilda_caerulescens/1230056822.mp3
1230056821,Estrildidae,Chordata/Aves/Estrildidae/Erythrura/Erythrura_gouldiae/1230056821.mp3
