gbifID,class,file_name
1052813851,Aves,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1052813851.mp3
1229950816,Aves,Chordata/Aves/Accipitridae/Aquila/Aquila_rapax/1229950816.mp3
779855502,Aves,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855502.mp3
1229950910,Aves,Chordata/Aves/Accipitridae/Buteo/Buteo_rufinus/1229950910.mp3
779853615,Aves,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853615.mp3
1143514975,Aves,Chordata/Aves/Laniidae/Lanius/Lanius_collurio/1143514975.mp3
1249269325,Aves,Chordata/Aves/Muscicapidae/Phoenicurus/Phoenicurus_phoenicurus/1249269325.mp3
779846739,Aves,Chordata/Aves/Strigidae/Asio/Asio_otus/779846739.mp3
1229950843,Aves,Chordata/Aves/Ardeidae/Ardea/Ardea_cinerea/1229950843.mp3
1291660127,Aves,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/1291660127.mp3
779851589,Aves,Chordata/Aves/Corvidae/Corvus/Corvus_cornix/779851589.mp3
779852857,Aves,Chordata/Aves/Picidae/Dryobates/Dryobates_minor/779852857.mp3
893469069,Aves,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/893469069.mp3
1052813185,Aves,Chordata/Aves/Muscicapidae/Saxicola/Saxicola_rubetra/1052813185.mp3
1451081517,Aves,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081517.mp3
1052813823,Aves,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1052813823.mp3
779846416,Aves,Chordata/Aves/Apodidae/Apus/Apus_apus/779846416.mp3
1249269481,Aves,Chordata/Aves/Turdidae/Turdus/Turdus_merula/1249269481.mp3
1052811475,Aves,Chordata/Aves/Passeridae/Passer/Passer_domesticus/1052811475.mp3
779855494,Aves,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855494.mp3
1229953298,Aves,Chordata/Aves/Accipitridae/Harpia/Harpia_harpyja/1229953298.mp3
779846356,Aves,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846356.mp3
1229954472,Aves,Chordata/Aves/Cathartidae/Vultur/Vultur_gryphus/1229954472.mp3
1249269341,Aves,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_sibillatrix/1249269341.mp3
779860438,Aves,Chordata/Aves/Hydrobatidae/Oceanites/Oceanites_oceanicus/779860438.mp3
1143515529,Aves,Chordata/Aves/Spheniscidae/Spheniscus/Spheniscus_demersus/1143515529.mp3
779862781,Aves,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_bonelli/779862781.mp3
1229954223,Aves,Chordata/Aves/Phoenicopteridae/Phoenicopterus/Phoenicopterus_ruber/1229954223.mp3
779850152,Aves,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850152.mp3
779844599,Aves,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/779844599.mp3
779844943,Aves,Chordata/Aves/Psittacidae/Agapornis/Agapornis_roseicollis/779844943.mp3
893480656,Aves,Chordata/Aves/Locustellidae/Locustella/Locustella_luscinioides/893480656.mp3
893489236,Aves,Chordata/Aves/Paridae/Parus/Parus_major/893489236.mp3
1269848093,Aves,Chordata/Aves/Accipitridae/Buteo/Buteo_lagopus/1269848093.mp3
1230054139,Aves,Chordata/Aves/Platysteiridae/Batis/Batis_pririt/1230054139.mp3
779868609,Aves,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868609.mp3
1052804092,Aves,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/1052804092.mp3
779855632,Aves,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855632.mp3
779868964,Aves,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/779868964.mp3
779857523,Aves,Chordata/Aves/Acrocephalidae/Hippolais/Hippolais_icterina/779857523.mp3
779850020,Aves,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850020.mp3
1052811880,Aves,Chordata/Aves/Picidae/Picus/Picus_canus/1052811880.mp3
779854611,Aves,Chordata/Aves/Spheniscidae/Eudyptes/Eudyptes_chrysocome/779854611.mp3
1229950772,Aves,Chordata/Aves/Anatidae/Anser/Anser_albifrons/1229950772.mp3
1229953784,Aves,Chordata/Aves/Anatidae/Neochen/Neochen_jubata/1229953784.mp3
1143514528,Aves,Chordata/Aves/Psittacidae/Aratinga/Aratinga_holochlora/1143514528.mp3
779853773,Aves,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853773.mp3
1143515000,Aves,Chordata/Aves/Laridae/Larus/Larus_argentatus/1143515000.mp3
1052813827,Aves,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1052813827.mp3
779858666,Aves,Chordata/Aves/Locustellidae/Locustella/Locustella_naevia/779858666.mp3
1230246861,Aves,Chordata/Aves/Estrildidae/Taeniopygia/Taeniopygia_guttata/1230246861.mp3
779869329,Aves,Chordata/Aves/Viduidae/Vidua/Vidua_chalybeata/779869329.mp3
779852666,Aves,Chordata/Aves/Picidae/Dendrocopos/Dendrocopos_major/779852666.mp3
1143515383,Aves,Chordata/Aves/Paridae/Poecile/Poecile_montanus/1143515383.mp3
1143515409,Aves,Chordata/Aves/Columbidae/Ptilinopus/Ptilinopus_melanospilus/1143515409.mp3
779857510,Aves,Chordata/Aves/Acrocephalidae/Hippolais/Hippolais_icterina/779857510.mp3
893457280,Aves,Chordata/Aves/Certhiidae/Certhia/Certhia_brachydactyla/893457280.mp3
1249269462,Aves,Chordata/Aves/Troglodytidae/Troglodytes/Troglodytes_troglodytes/1249269462.mp3
779853103,Aves,Chordata/Aves/Psittacidae/Eclectus/Eclectus_roratus/779853103.mp3
779866282,Aves,Chordata/Aves/Spheniscidae/Spheniscus/Spheniscus_humboldti/779866282.mp3
1099282078,Aves,Chordata/Aves/Rallidae/Porphyrio/Porphyrio_porphyrio/1099282078.mp3
779853742,Aves,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853742.mp3
779853012,Aves,Chordata/Aves/Dromaiidae/Dromaius/Dromaius_novaehollandiae/779853012.mp3
779853620,Aves,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853620.mp3
779847801,Aves,Chordata/Aves/Bucerotidae/Bycanistes/Bycanistes_bucinator/779847801.mp3
779864360,Aves,Chordata/Aves/Podicipedidae/Podiceps/Podiceps_grisegena/779864360.mp3
779862292,Aves,Chordata/Aves/Passeridae/Passer/Passer_domesticus/779862292.mp3
779850028,Aves,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850028.mp3
779866533,Aves,Chordata/Aves/Strigidae/Strix/Strix_aluco/779866533.mp3
779846804,Aves,Chordata/Aves/Anatidae/Aythya/Aythya_ferina/779846804.mp3
